Real 	 Imaginary 
1.445511e+00 	 2.094946e-01 
3.246640e+00 	 1.014780e+00 
-5.455776e+00 	 -4.184903e+00 
-2.110279e+00 	 3.875515e-02 
6.558232e+00 	 6.457452e+00 
4.687314e-01 	 -3.248301e+00 
-8.723446e-01 	 -8.592322e-01 
-4.969201e-01 	 -5.537233e+00 
2.182444e+00 	 -4.597926e-01 
-1.892416e+00 	 7.360678e+00 
-9.687464e+00 	 -4.867867e+00 
4.073642e+00 	 -2.803410e-01 
-1.917969e+00 	 1.858769e+00 
1.380072e+01 	 2.236511e+00 
-5.006374e+00 	 -4.535587e-01 
-1.895411e+00 	 -9.803317e-01 
1.598529e-01 	 4.640970e+00 
2.340571e-01 	 5.362181e-01 
1.389971e-01 	 -5.106859e+00 
-2.939167e+00 	 5.514841e+00 
-7.696077e+00 	 4.749679e-01 
1.765436e+00 	 -2.344960e+00 
2.566491e+00 	 -3.302113e+00 
3.510500e+00 	 -4.511940e+00 
-6.144974e+00 	 3.314405e-01 
-1.009416e+00 	 1.979898e-01 
-1.023860e+00 	 -2.471214e+00 
-4.437725e+00 	 3.875533e+00 
-2.333710e+00 	 -8.327018e+00 
-1.689347e+00 	 -3.338683e+00 
-3.956393e+00 	 8.555029e-01 
-8.411495e+00 	 -1.650191e+00 
3.319927e+00 	 5.179319e+00 
8.870115e+00 	 -1.400317e+00 
5.961385e+00 	 -6.816678e+00 
-3.955253e+00 	 -5.641708e+00 
7.330171e-02 	 -1.927666e+00 
1.102952e+00 	 -2.708825e+00 
-6.535063e+00 	 -1.576327e+00 
2.408936e+00 	 1.508979e+00 
-6.716488e+00 	 6.533343e+00 
4.832208e+00 	 -2.534378e+00 
-1.896089e-01 	 1.971187e+00 
3.731379e+00 	 -3.018164e+00 
-7.672333e+00 	 -1.241392e+00 
-1.217950e+01 	 1.432530e+00 
-8.518345e-01 	 -1.572329e+00 
-7.609255e+00 	 -3.270541e+00 
-6.575873e+00 	 -2.959842e+00 
5.529207e+00 	 1.077619e+00 
-3.354377e+00 	 -8.709495e+00 
1.521728e+00 	 -2.209526e+00 
9.119240e-02 	 1.470166e+00 
1.150979e+00 	 2.702313e+00 
-5.689410e+00 	 1.055313e+01 
5.852024e+00 	 -7.470357e+00 
-1.376010e+00 	 -4.618973e-01 
-1.263724e+00 	 -3.366960e+00 
-3.468127e+00 	 -5.912882e+00 
8.072671e+00 	 -2.321886e+00 
-8.277997e-01 	 -9.234240e+00 
-5.859437e-01 	 -3.979500e+00 
-3.870692e+00 	 -3.025779e+00 
-1.090312e+00 	 -5.428807e+00 
-3.659752e+00 	 -7.308427e-01 
5.976659e+00 	 -4.615876e+00 
2.198438e+00 	 -7.257390e-01 
2.392600e+00 	 4.201402e+00 
-1.453266e+00 	 4.689931e-02 
6.256134e+00 	 1.444653e-01 
1.612183e+00 	 -3.002184e+00 
-4.703152e+00 	 -5.233916e+00 
-8.904894e+00 	 -1.558384e-01 
1.038603e+00 	 2.669208e+00 
6.898338e-01 	 -1.242864e+00 
6.267528e+00 	 -2.979583e+00 
-1.790455e+00 	 6.888907e-01 
-2.773786e+00 	 1.022371e+00 
-7.721383e+00 	 8.205643e-01 
8.546936e-01 	 7.511135e+00 
-1.608535e+00 	 5.537198e+00 
2.545659e+00 	 4.544862e+00 
-3.943361e+00 	 -1.042275e+01 
3.916115e+00 	 4.909368e+00 
4.275309e+00 	 2.445764e+00 
2.793783e+00 	 1.066226e+00 
2.446187e+00 	 1.078972e+00 
-1.264252e+00 	 -5.286156e+00 
-9.147063e-01 	 3.723980e+00 
-4.950238e-01 	 6.566824e+00 
-4.867607e+00 	 3.115522e+00 
4.007852e+00 	 1.514431e+00 
-1.194152e+00 	 4.793831e+00 
-1.743714e+00 	 -8.680193e-01 
1.753837e+00 	 -5.038227e-01 
7.699317e-01 	 -4.836705e+00 
-3.054211e+00 	 -5.767389e+00 
2.446309e+00 	 4.716601e+00 
4.982371e+00 	 -4.448343e+00 
2.402868e+00 	 -8.098363e+00 
-5.746093e+00 	 -2.546460e+00 
-1.339010e+00 	 3.576967e+00 
2.993450e+00 	 -2.168408e+00 
9.532130e+00 	 2.594084e-01 
-3.232082e+00 	 1.782813e+00 
-7.336055e-01 	 5.588639e+00 
-1.956041e+00 	 3.222516e+00 
-8.761258e-01 	 5.233870e+00 
1.758920e+00 	 -3.436217e+00 
1.732999e+00 	 -2.030316e+00 
-2.556664e-02 	 -4.537050e+00 
-5.968421e-01 	 -8.468165e-01 
-3.475259e+00 	 2.123667e+00 
-2.819268e-01 	 2.671128e+00 
-5.962895e-01 	 5.075873e+00 
-2.797221e+00 	 1.474750e+00 
6.731397e-01 	 -2.393621e+00 
-7.070311e+00 	 4.827607e-02 
3.566991e+00 	 -4.097627e+00 
-1.792255e-01 	 4.504037e+00 
-8.579544e+00 	 -3.744776e+00 
7.418231e+00 	 2.986816e+00 
-5.859927e+00 	 2.901775e+00 
3.971470e+00 	 -8.883804e+00 
4.621216e+00 	 7.877812e+00 
-5.624985e-01 	 -6.755794e+00 
5.757741e+00 	 2.934321e+00 
-6.741606e+00 	 -3.555226e+00 
-3.998393e+00 	 -3.816472e+00 
-1.593202e+00 	 1.882145e+00 
-7.412736e+00 	 1.574247e+00 
-1.958466e-01 	 -5.585616e+00 
4.312299e+00 	 1.481831e+00 
1.133630e+00 	 -2.276613e+00 
-2.599488e+00 	 1.388819e+00 
2.403712e+00 	 -5.003995e+00 
-7.119783e+00 	 -2.483042e+00 
-2.391698e-01 	 1.156691e-01 
-2.541683e+00 	 -5.061849e+00 
1.308546e+00 	 3.505226e+00 
-1.285091e+00 	 8.008853e-01 
2.579204e+00 	 2.628493e+00 
4.941638e-01 	 -3.514184e+00 
-3.529239e+00 	 1.638444e+00 
1.427153e+00 	 1.157829e+00 
1.278976e+00 	 1.483129e+00 
-8.228405e+00 	 -4.583591e+00 
-7.140980e-02 	 -4.798819e+00 
-2.080740e+00 	 1.097449e+00 
-3.297271e+00 	 4.626085e+00 
-6.660434e+00 	 -7.806258e+00 
-3.368970e+00 	 -7.615817e-02 
-3.194764e+00 	 1.594684e+00 
8.610436e+00 	 4.826645e+00 
-3.100587e-01 	 -5.024178e+00 
7.076783e+00 	 7.894265e+00 
-5.811883e-01 	 -1.895393e+00 
4.242528e+00 	 1.556647e-01 
-3.001944e-01 	 1.460803e+00 
1.313566e+00 	 -2.311935e-01 
-1.814072e+00 	 9.008288e-01 
-4.706582e+00 	 -2.989004e-01 
-3.411575e+00 	 -3.046355e+00 
-1.895719e+00 	 3.848706e+00 
2.059534e-01 	 5.455306e-01 
6.679075e+00 	 -2.813969e+00 
-7.809038e+00 	 -3.664356e+00 
-2.571257e-01 	 -3.995369e+00 
4.203253e-01 	 2.701431e+00 
8.004979e-01 	 1.664611e+00 
-5.040020e-01 	 -1.487337e+00 
-1.731427e+00 	 -6.266632e-03 
6.022611e-01 	 -7.602605e+00 
3.921735e+00 	 2.783617e+00 
2.263557e-01 	 3.088490e+00 
-1.039155e+00 	 3.692957e-01 
-6.573112e-01 	 1.063440e+00 
4.826220e+00 	 4.595794e+00 
9.598530e+00 	 4.560086e+00 
8.095400e+00 	 -3.463162e+00 
-1.042555e+00 	 -1.736834e+00 
2.617005e+00 	 -1.320947e+00 
2.953310e+00 	 2.255432e+00 
5.483887e+00 	 -4.951376e+00 
-8.539415e+00 	 6.981265e-01 
2.392728e+00 	 2.498931e+00 
6.701391e+00 	 3.715266e+00 
4.026282e+00 	 -5.757343e-02 
-2.193333e+00 	 -2.556886e+00 
-8.680427e+00 	 1.833670e+00 
-7.272852e+00 	 3.268157e+00 
-3.994784e+00 	 3.737590e+00 
-1.573219e+00 	 -3.965572e+00 
9.794995e-01 	 4.552662e+00 
4.074189e+00 	 2.917789e+00 
-8.520136e+00 	 -4.299171e+00 
5.577243e+00 	 1.756412e+00 
5.945775e-01 	 3.327887e+00 
-6.882674e-01 	 -6.839434e+00 
4.364328e+00 	 -1.411315e+00 
5.531602e+00 	 2.104388e+00 
-7.986882e+00 	 5.527707e-02 
-2.355336e+00 	 -3.383100e+00 
-4.502483e+00 	 -2.667358e+00 
-5.774960e-01 	 -6.480795e+00 
-1.250595e-01 	 5.300460e+00 
1.001436e+00 	 1.048779e+01 
-3.368920e+00 	 2.552356e+00 
2.398429e+00 	 3.025625e+00 
-2.277868e+00 	 9.748028e-01 
-2.090329e+00 	 2.426233e-01 
3.564019e+00 	 3.114389e+00 
3.273116e+00 	 1.455509e+00 
5.403470e-01 	 3.008878e+00 
1.044524e+00 	 -4.339968e+00 
-3.148599e-01 	 4.029516e+00 
-4.799807e-01 	 -1.107814e+00 
6.726700e-01 	 3.539117e-01 
-1.079239e+00 	 -3.015166e+00 
-5.984174e-01 	 -1.046375e+00 
-1.696134e+00 	 4.684489e+00 
7.287893e+00 	 -1.171265e+01 
5.811257e-01 	 1.027310e+01 
-5.384546e+00 	 -1.771455e+00 
2.937332e-01 	 8.461417e+00 
-9.829922e-01 	 2.369231e+00 
3.470267e+00 	 -3.922879e+00 
2.782654e+00 	 1.691121e+00 
-9.070842e+00 	 -8.939800e+00 
1.344443e+00 	 1.823208e+00 
-2.824217e+00 	 -3.815069e+00 
-3.277714e+00 	 -6.879471e+00 
-4.339407e+00 	 -3.705364e+00 
2.113490e+00 	 2.460560e+00 
-6.919720e-01 	 -2.562757e+00 
-5.260512e+00 	 -3.433683e+00 
3.309029e+00 	 -6.061555e+00 
4.344511e+00 	 9.568111e-01 
5.829378e+00 	 1.388758e+00 
7.967574e+00 	 5.310704e+00 
-1.250772e+00 	 -2.017679e+00 
-9.824476e-01 	 1.454902e+00 
6.036355e+00 	 -4.963255e+00 
-4.985749e-01 	 5.137200e+00 
-2.847813e+00 	 -2.887701e+00 
-4.241224e-01 	 -1.481181e+00 
3.386684e+00 	 -8.505091e-01 
8.826047e-01 	 4.205685e+00 
2.789315e+00 	 2.107011e+00 
-4.334122e+00 	 -1.940145e+00 
2.059098e+00 	 2.385041e+00 
8.337875e+00 	 -2.259171e+00 
5.515431e+00 	 7.136480e+00 
-4.259422e+00 	 -4.852641e+00 
6.068568e+00 	 2.980358e+00 
-3.248325e+00 	 4.089363e+00 
-2.456043e+00 	 5.935595e+00 
-4.502243e+00 	 1.876107e+00 
-3.025809e+00 	 2.300976e+00 
-7.946059e-01 	 5.645104e+00 
-5.021755e+00 	 -6.595172e-01 
-2.297558e+00 	 4.185130e+00 
-1.726476e+00 	 9.170759e+00 
2.526314e+00 	 -2.166175e+00 
-9.820897e-01 	 -4.909688e-01 
5.112626e-02 	 -3.733134e+00 
-5.869547e+00 	 -7.723616e-01 
-1.076559e+00 	 -8.030299e+00 
6.726679e+00 	 -8.526632e-01 
-1.745428e-01 	 -3.638860e+00 
-5.189454e+00 	 -1.302760e+00 
3.899133e+00 	 8.509737e-01 
7.615765e-01 	 3.652157e-01 
3.498722e+00 	 6.004279e+00 
3.199224e-01 	 2.347264e+00 
6.279651e-01 	 -7.459786e-01 
5.316496e+00 	 -3.678320e+00 
7.191074e+00 	 -3.204486e-01 
-2.600159e+00 	 3.653972e+00 
-1.742624e-01 	 3.676301e+00 
-5.588938e-01 	 2.174518e-01 
5.327100e-01 	 -3.378389e+00 
-1.198210e+01 	 -2.913615e+00 
-2.394278e+00 	 -9.571308e+00 
1.559944e+00 	 -5.204429e+00 
1.258548e+00 	 3.134370e+00 
7.275864e-01 	 -2.477487e+00 
-2.838008e-02 	 -3.075927e+00 
4.122936e-01 	 1.619862e+00 
5.414834e+00 	 -1.457749e+00 
-5.095453e+00 	 -3.306183e+00 
3.184725e-02 	 5.321593e+00 
-4.663623e-01 	 3.011276e+00 
3.160371e+00 	 8.657024e+00 
3.577739e-01 	 -4.422815e-01 
-1.068103e+00 	 5.640898e+00 
5.393843e-01 	 -4.380872e+00 
-2.693677e+00 	 4.074320e+00 
-5.972892e+00 	 -2.812172e+00 
1.451094e+00 	 7.852329e+00 
-3.212583e+00 	 3.079750e+00 
-4.484440e-01 	 -6.123704e-01 
-2.405999e+00 	 1.134886e+00 
-5.258802e+00 	 5.611633e+00 
-3.299489e+00 	 -6.114599e+00 
1.044775e+00 	 3.346007e+00 
-5.866689e+00 	 -6.099188e+00 
-2.576746e+00 	 1.752210e+00 
-2.362052e+00 	 -4.330583e+00 
6.751901e+00 	 -3.226865e+00 
-4.435673e+00 	 3.912975e+00 
-3.758309e+00 	 2.576672e+00 
-2.457033e+00 	 -2.317653e+00 
-1.697938e+00 	 1.638661e+00 
-1.622133e-02 	 -4.143554e+00 
-6.105704e+00 	 5.929647e+00 
-6.501406e+00 	 4.326830e+00 
5.630761e-01 	 -5.517675e+00 
1.605849e+00 	 3.131847e+00 
-2.825759e+00 	 -4.477988e-01 
1.304961e+00 	 6.898227e-01 
3.249638e+00 	 -2.053544e+00 
-8.970089e+00 	 -3.177826e+00 
-4.133977e+00 	 -4.947122e+00 
-2.140965e+00 	 3.176501e+00 
4.149756e+00 	 4.206032e+00 
-4.983482e+00 	 -1.574188e+00 
3.839533e+00 	 3.938514e+00 
-8.892082e+00 	 1.776545e+00 
7.449531e+00 	 -7.105996e-01 
-2.651673e+00 	 -4.164861e+00 
-1.978740e+00 	 1.492372e+00 
6.114724e+00 	 1.390441e+00 
-5.573860e-01 	 3.023915e+00 
5.370181e+00 	 5.863122e+00 
-3.491131e+00 	 1.465983e+00 
-5.117441e+00 	 -2.158658e-01 
4.428375e+00 	 5.243839e+00 
-3.981955e-01 	 1.910571e+00 
1.513664e+00 	 2.322216e+00 
1.543876e+00 	 -3.106038e+00 
2.508190e-01 	 6.466767e+00 
-1.445528e+00 	 6.819838e-01 
-4.358948e+00 	 -1.944165e+00 
4.107338e+00 	 -3.128080e+00 
5.130271e+00 	 -3.181179e+00 
-2.769013e+00 	 -9.184863e+00 
3.346246e-01 	 2.283124e+00 
5.444968e-01 	 5.791607e+00 
-1.334333e+00 	 -3.220601e+00 
4.830327e+00 	 -3.646995e+00 
2.917077e+00 	 2.360808e-01 
-9.114667e+00 	 4.840960e+00 
-3.474763e-01 	 -2.861797e+00 
1.068011e+00 	 -8.921601e+00 
4.766192e+00 	 7.669094e+00 
1.856937e-01 	 -5.726071e+00 
-5.574860e+00 	 6.859043e+00 
-5.835360e+00 	 -2.004590e+00 
6.260953e+00 	 -9.251587e-01 
-3.326860e+00 	 2.129561e+00 
4.299572e+00 	 -1.542878e+00 
1.791153e+00 	 4.868575e+00 
2.989425e+00 	 -8.534918e+00 
-2.996470e+00 	 -5.202346e+00 
-1.962186e+00 	 -2.143224e+00 
-1.543804e+00 	 -1.956014e+00 
7.566858e-01 	 3.389902e+00 
-5.891153e+00 	 2.021272e+00 
7.038034e-01 	 1.531518e+00 
2.617299e+00 	 1.480851e+00 
-1.045560e+00 	 2.708797e-01 
-2.778399e+00 	 -6.175798e+00 
-5.718360e-01 	 -2.186001e+00 
3.278104e+00 	 -3.012649e+00 
8.300593e+00 	 -1.665057e+00 
-6.204023e+00 	 -1.215027e+00 
-3.164250e-01 	 2.921504e+00 
-6.278338e+00 	 3.031888e+00 
1.877905e+00 	 3.484093e+00 
1.299137e+00 	 1.757275e+00 
1.316158e+00 	 -1.232679e+01 
2.430484e+00 	 -7.756991e-03 
1.648247e+00 	 -2.232158e+00 
-8.723212e+00 	 9.276236e+00 
-4.976100e+00 	 2.087671e+00 
4.484870e+00 	 8.683880e-01 
-4.651203e+00 	 5.395075e-02 
-1.538898e-01 	 2.356530e+00 
6.140988e-01 	 -2.583354e+00 
9.704941e+00 	 3.472211e+00 
-3.065796e+00 	 3.549878e+00 
-3.400784e+00 	 -4.321615e+00 
3.824793e+00 	 2.112892e+00 
-5.579434e-02 	 -2.764153e+00 
-1.281821e+00 	 -1.601747e+00 
7.078279e-01 	 2.468735e+00 
-2.299203e+00 	 -1.477374e+00 
5.016260e-01 	 -2.289370e+00 
3.458827e+00 	 1.583280e+00 
-2.026870e-01 	 6.389646e-01 
-1.950952e+00 	 -3.516347e+00 
5.758050e+00 	 -7.270638e+00 
8.064133e+00 	 -2.006474e+00 
-5.717816e+00 	 -3.851656e+00 
1.684935e+00 	 -2.699922e+00 
4.185118e+00 	 -6.275283e+00 
-2.878394e+00 	 3.694723e-01 
1.651944e-01 	 2.387703e-02 
1.201134e-01 	 5.311929e+00 
4.354467e+00 	 -5.097394e+00 
-2.469446e+00 	 9.401761e-01 
-4.291382e+00 	 -3.955637e+00 
-4.691247e+00 	 2.280841e+00 
-5.692450e+00 	 -3.501125e-02 
-1.765268e+00 	 6.344660e+00 
2.467077e+00 	 -1.940221e+00 
2.506619e+00 	 1.212161e-01 
-5.366347e+00 	 -1.299696e+00 
-5.124149e+00 	 -2.264544e+00 
3.531209e+00 	 5.386426e+00 
-1.925277e+00 	 -1.364663e+00 
-2.255830e+00 	 4.072632e-01 
3.410427e+00 	 -3.164114e+00 
4.909717e+00 	 -1.159892e+00 
-4.364879e+00 	 -1.656258e+00 
2.322081e+00 	 -2.544043e+00 
4.578603e-01 	 6.650987e+00 
-1.752917e+00 	 -8.217451e-01 
-1.728449e+00 	 5.617567e+00 
5.611728e-01 	 -2.478154e+00 
5.732391e-01 	 -3.428484e+00 
2.885731e+00 	 -1.205003e+00 
-6.990973e-01 	 2.212335e+00 
-1.300450e+00 	 2.255628e+00 
4.971749e+00 	 2.268443e-01 
-1.465861e+00 	 -4.734538e+00 
1.697711e+00 	 -2.286633e+00 
9.754123e-01 	 -1.974350e+00 
-2.117235e+00 	 1.050163e+00 
1.170010e+00 	 -3.086439e+00 
-1.785991e+00 	 6.160005e+00 
-5.532415e+00 	 2.455615e+00 
3.174446e+00 	 9.890969e-01 
-4.248769e+00 	 -5.703006e+00 
3.295346e+00 	 3.239906e+00 
-2.826666e+00 	 -8.043807e-01 
2.011042e+00 	 9.867077e-01 
1.834260e+00 	 1.144183e+00 
-6.191176e+00 	 4.040225e-02 
-1.359847e+00 	 9.901447e-01 
3.355678e+00 	 2.364216e+00 
-3.137797e-01 	 -2.297213e+00 
-4.022879e+00 	 5.295390e+00 
-1.805371e+00 	 2.068845e+00 
-1.201873e+00 	 -6.062772e-01 
1.476882e+00 	 3.713267e-01 
-1.174797e+00 	 -1.905179e+00 
4.366943e+00 	 3.165729e+00 
3.698803e+00 	 -1.574000e+00 
6.135673e+00 	 -2.864566e+00 
2.679938e+00 	 6.386618e+00 
-2.881690e+00 	 6.008726e-01 
5.285648e-01 	 1.075080e+00 
-5.356095e+00 	 3.932854e-01 
-2.028401e+00 	 -1.137121e+00 
-1.841969e+00 	 1.945219e+00 
-8.743257e+00 	 -4.269974e-02 
-6.521943e+00 	 2.409459e+00 
-5.567336e+00 	 -2.893115e+00 
2.922490e+00 	 4.274215e+00 
3.998970e+00 	 -6.607539e-03 
-1.079564e+00 	 -3.464589e+00 
